City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,bagan,54.1001,77.6646,7.22,64,4,2.8,RU,1717279574
364,gracemere,-23.4333,150.45,16.95,88,100,3.09,AU,1717279574
365,necochea,-38.5473,-58.7368,11.01,74,2,6.52,AR,1717279574
366,ulsteinvik,62.3432,5.8487,12.4,83,30,0.51,NO,1717279575
367,nambucca heads,-30.65,153.0,15.56,85,10,2.76,AU,1717279575
368,rouyn-noranda,48.2398,-79.0288,25.05,29,75,5.14,CA,1717279275
369,rawson,-43.3002,-65.1023,8.68,42,66,5.37,AR,1717279575
370,mukalla,14.5425,49.1242,29.38,79,9,1.05,YE,1717279575
371,wotje,9.4543,170.2367,28.04,82,76,7.73,MH,1717279575
372,kombissiri,12.0656,-1.3375,34.99,40,62,5.37,BF,1717279569
373,bhayavadar,21.85,70.25,29.18,65,4,5.35,IN,1717279575
374,taulaga,-11.0553,-171.0883,28.89,75,71,8.42,AS,1717279576
375,jintur,19.6167,76.7,32.62,38,55,6.83,IN,1717279576
376,cidreira,-30.1811,-50.2056,15.05,86,53,3.19,BR,1717279365
377,dryden,49.7833,-92.7503,19.16,34,20,7.72,CA,1717279576
378,bandarbeyla,9.4942,50.8122,26.9,80,24,9.79,SO,1717279576
379,pudozh,61.8099,36.5345,14.41,91,73,1.34,RU,1717279576
380,plettenberg bay,-34.0527,23.3716,14.78,93,99,9.13,ZA,1717279576
381,ruovesi,61.9858,24.0571,18.1,98,87,2.35,FI,1717279577
382,mirante do paranapanema,-22.2919,-51.9064,20.09,47,12,2.24,BR,1717279478
383,itoman,26.1247,127.6694,22.21,96,75,3.6,JP,1717279577
384,broken hill,-31.95,141.4333,5.6,78,0,4.32,AU,1717279577
385,kailua-kona,19.6406,-155.9956,29.04,73,0,4.63,US,1717279577
386,barela,23.1,80.05,33.9,27,44,2.18,IN,1717279577
387,usogorsk,63.4106,48.6872,15.37,85,94,2.34,RU,1717279577
388,marsh harbour,26.5412,-77.0636,25.78,69,100,9.52,BS,1717279578
389,aykhal,66.0,111.5,4.62,63,54,3.73,RU,1717279578
390,luanda,-8.8368,13.2343,24.0,83,75,2.57,AO,1717279556
391,baise city,23.8997,106.6133,24.48,94,68,0.96,CN,1717279578
392,sinop,41.7711,34.8709,17.3,53,0,4.19,TR,1717279326
393,winnipeg,49.8844,-97.147,21.99,27,75,9.26,CA,1717279487
394,suva,-18.1416,178.4415,25.71,73,75,5.14,FJ,1717279578
395,labrador city,52.9463,-66.9114,21.95,29,40,4.63,CA,1717279578
396,dodge city,37.7528,-100.0171,32.14,34,0,7.2,US,1717279578
397,sinabang,2.4803,96.3801,27.29,79,100,1.06,ID,1717279579
398,kirensk,57.7853,108.1119,11.09,62,100,1.34,RU,1717279579
399,potosi,-19.5836,-65.7531,9.91,17,47,2.25,BO,1717279370
400,burumburum,11.3911,8.7234,26.98,58,68,4.71,NG,1717279579
401,dwarka,22.2394,68.9678,28.85,78,16,6.4,IN,1717279579
402,brasilia de minas,-16.2064,-44.4333,23.16,46,18,4.58,BR,1717279286
403,nadi,-17.8,177.4167,28.0,61,40,6.69,FJ,1717279579
404,anupgarh,29.1911,73.2086,33.58,29,3,7.53,IN,1717279579
405,dzhalagash,45.0833,64.6667,22.56,32,3,1.75,KZ,1717279580
406,williams lake,52.1415,-122.1445,15.76,54,75,2.57,CA,1717279580
407,gisborne,-38.6533,178.0042,15.9,72,100,4.63,NZ,1717279580
408,tandil,-37.3217,-59.1332,9.82,58,34,3.27,AR,1717279024
409,yerba buena,-26.8167,-65.3167,17.72,60,32,2.26,AR,1717279580
410,tacuarembo,-31.7333,-55.9833,14.5,93,57,2.99,UY,1717279580
411,tofol,5.3248,163.0078,28.67,77,33,5.32,FM,1717279580
412,bom jardim,-7.7958,-35.5872,21.61,95,9,2.58,BR,1717279322
413,ilha de mocambique,-15.0342,40.7358,25.72,79,0,1.35,MZ,1717279580
414,bondo,3.8146,23.6866,21.66,96,90,1.14,CD,1717279581
415,smolyaninovo,43.2956,132.4675,11.86,99,100,0.8,RU,1717279581
416,kofele,7.0667,38.7833,10.59,73,62,2.18,ET,1717279581
417,tossa de mar,41.7325,2.9338,16.34,62,100,2.56,ES,1717279581
418,codajas,-3.8367,-62.0569,24.71,96,59,0.96,BR,1717279581
419,taroa,8.7058,171.2275,28.1,82,32,7.82,MH,1717279581
420,puerto baquerizo moreno,-0.9,-89.6,26.55,61,20,5.14,EC,1717279582
421,laguna,38.421,-121.4238,33.08,36,0,4.12,US,1717279582
422,crookston,47.7741,-96.6081,23.06,23,0,7.2,US,1717279582
423,happy valley-goose bay,53.3168,-60.3315,20.17,17,20,2.06,CA,1717279582
424,lhokseumawe,5.1801,97.1507,26.04,81,100,2.54,ID,1717279582
425,libenge,3.65,18.6333,24.6,81,83,1.11,CD,1717279582
426,bria,6.5423,21.9863,21.48,92,100,1.66,CF,1717279582
427,morondava,-20.2833,44.2833,25.17,42,64,2.15,MG,1717279582
428,hagi,34.4,131.4167,18.81,85,91,2.24,JP,1717279583
429,nagqu,31.5,92.0,3.37,90,100,3.86,CN,1717279583
430,el trebol,-32.2008,-61.7014,17.79,73,48,0.45,AR,1717279583
431,kutoarjo,-7.7169,109.9128,24.57,96,88,1.36,ID,1717279583
432,port-vila,-17.7338,168.3219,25.78,83,100,4.63,VU,1717279583
433,saynshand,44.8824,110.1163,16.44,22,81,3.15,MN,1717279583
434,mejit,10.2753,170.8646,28.1,83,99,7.69,MH,1717279583
435,brezina,33.0989,1.2608,25.68,35,90,7.42,DZ,1717279583
436,miquelon,47.0975,-56.3814,9.0,96,100,11.42,PM,1717279583
437,sur,22.5667,59.5289,33.48,44,0,4.03,OM,1717279584
438,klyuchi,52.2667,79.1667,8.96,56,92,4.65,RU,1717279584
439,lazaro cardenas,17.9583,-102.2,30.85,52,41,5.35,MX,1717279584
440,magadan,59.5667,150.8,12.52,62,100,4.61,RU,1717279390
441,chetwayi,10.5333,76.05,26.96,86,100,2.08,IN,1717279584
442,sao paulo de olivenca,-3.3783,-68.8725,27.02,77,93,0.66,BR,1717279584
443,dauphin,51.1494,-100.0502,22.08,30,20,11.32,CA,1717279317
444,kharan,28.5833,65.4167,29.39,8,0,1.58,PK,1717279585
445,vodnyy,63.5046,53.4095,13.01,85,93,0.96,RU,1717279585
446,kertih,4.5141,103.4483,24.01,100,100,0.0,MY,1717279585
447,kupang,-10.1667,123.5833,29.32,79,20,4.63,ID,1717279585
448,ban nong wua so,17.2675,103.2247,26.08,95,100,2.88,TH,1717279585
449,abbeville,50.1,1.8333,13.61,89,95,4.67,FR,1717279585
450,long beach,33.767,-118.1892,26.73,70,0,4.92,US,1717279007
451,fort st. john,56.2499,-120.8529,17.94,29,75,2.06,CA,1717279585
452,xapuri,-10.6517,-68.5044,25.56,56,0,0.34,BR,1717279586
453,padang,-0.9492,100.3543,26.03,84,100,2.13,ID,1717279356
454,fort bragg,35.139,-79.006,27.89,37,0,2.57,US,1717279448
455,gaiman,-43.2897,-65.4929,8.08,40,90,4.43,AR,1717279586
456,portage,41.1667,-81.1998,26.13,39,0,1.54,US,1717279536
457,thunder bay,48.4001,-89.3168,17.95,72,75,5.14,CA,1717279405
458,churachandpur,24.3333,93.6667,18.73,97,85,1.0,IN,1717279586
459,bestobe,52.4994,73.0975,11.69,56,100,3.09,KZ,1717279586
460,robore,-18.3333,-59.75,25.33,37,0,2.11,BO,1717279586
461,puerto madryn,-42.7692,-65.0385,9.17,40,20,4.63,AR,1717278995
462,malango,-2.9627,119.9001,20.12,99,99,0.64,ID,1717279587
463,omoku,5.3435,6.6532,28.09,97,83,1.31,NG,1717279587
464,esil,51.9556,66.4042,9.4,87,1,6.66,KZ,1717279587
465,tiznit,29.5833,-9.5,18.11,80,16,0.84,MA,1717279587
466,bhimunipatnam,17.8833,83.4333,30.73,79,100,3.41,IN,1717279587
467,phan thiet,10.9333,108.1,26.18,83,100,2.63,VN,1717279587
468,tidjikja,18.5564,-11.4271,31.21,16,0,5.21,MR,1717279587
469,bahia blanca,-38.7196,-62.2724,10.74,58,0,3.18,AR,1717279484
470,tabou,4.423,-7.3528,25.04,93,100,2.88,CI,1717279520
471,kerikeri,-35.2268,173.9474,16.62,94,100,2.68,NZ,1717279588
472,coruripe,-10.1256,-36.1756,24.67,85,19,3.23,BR,1717279588
473,bafra,41.5678,35.9069,17.94,65,0,2.31,TR,1717279588
474,karratha,-20.7377,116.8463,23.24,86,93,2.79,AU,1717279588
475,abepura,-2.6333,140.5833,25.45,94,20,1.03,ID,1717279588
476,as samawah,31.332,45.2944,32.57,15,0,6.96,IQ,1717279588
477,taoudenni,22.6783,-3.9836,34.08,15,0,4.12,ML,1717279588
478,xai-xai,-25.0519,33.6442,20.07,72,0,3.63,MZ,1717279588
479,obigarm,38.7173,69.7088,11.11,67,11,2.23,TJ,1717279589
480,okoneshnikovo,54.8377,75.0834,7.83,66,6,1.44,RU,1717279589
481,freetown,8.484,-13.2299,27.84,78,40,5.14,SL,1717279589
482,ndioum,16.5129,-14.6471,28.0,35,2,7.43,SN,1717279589
483,chibougamau,49.9168,-74.3659,26.79,28,40,3.6,CA,1717279589
484,semera,11.501,41.201,31.87,20,27,4.43,ET,1717279589
485,hakone,35.1833,139.0333,13.38,92,100,1.77,JP,1717279589
486,la libertad,-2.2333,-80.9,23.81,88,75,3.6,EC,1717279445
487,tyukhtet,56.5389,89.3011,3.43,91,33,2.23,RU,1717279590
488,hanzhong,33.0728,107.0303,17.36,95,100,0.41,CN,1717279590
489,icano,-28.9193,-65.3282,19.91,51,91,2.14,AR,1717279590
490,ketchikan,55.3422,-131.6461,11.26,82,100,5.14,US,1717279590
491,riviere-du-loup,47.8304,-69.5342,18.15,36,34,3.6,CA,1717279560
492,tangalle,6.024,80.7911,26.09,89,89,4.27,LK,1717279590
493,baoqing,46.3317,132.2111,14.31,83,35,0.84,CN,1717279590
494,san juan bautista,-14.0108,-75.7358,23.9,45,0,4.51,PE,1717279591
495,dudinka,69.4058,86.1778,-1.85,94,100,10.73,RU,1717279591
496,port hedland,-20.3167,118.5667,20.03,83,10,3.6,AU,1717279591
497,kourou,5.1552,-52.6478,27.03,90,87,2.25,GF,1717279591
498,coronel suarez,-37.4547,-61.9334,9.62,50,76,2.81,AR,1717279591
499,chui,-33.6971,-53.4616,14.05,95,26,2.53,UY,1717279591
500,pangody,65.85,74.4859,-2.57,93,97,9.51,RU,1717279591
501,kiama,-34.6833,150.8667,14.44,72,96,3.13,AU,1717279591
502,borogontsy,62.6683,131.1683,13.52,37,17,2.92,RU,1717279591
503,kavaratti,10.5669,72.642,28.37,83,100,6.02,IN,1717279592
504,sadovoye,47.7764,44.5089,19.43,78,100,3.33,RU,1717279592
505,naze,28.3667,129.4833,20.51,77,100,4.27,JP,1717279592
506,kurchatov,51.6601,35.6521,15.23,88,0,1.54,RU,1717279592
507,ashkasham,36.6833,71.5333,7.39,63,2,0.71,AF,1717279592
508,paoua,7.2427,16.4406,21.63,95,100,2.38,CF,1717279592
509,cabo san lucas,22.8909,-109.9124,33.17,27,0,4.63,MX,1717279539
510,thurso,58.5927,-3.5259,10.48,81,34,4.59,GB,1717279592
511,cannonvale,-20.2833,148.7,20.66,88,91,1.98,AU,1717279592
512,banda aceh,5.5577,95.3222,28.37,67,100,4.47,ID,1717279593
513,betio village,1.358,172.9211,30.02,68,4,6.03,KI,1717279593
514,karachayevsk,43.774,41.9142,12.81,94,100,2.24,RU,1717279593
515,beau vallon,-20.4189,57.6953,23.13,88,75,6.69,MU,1717279593
516,harper,4.375,-7.7169,25.05,94,100,3.17,LR,1717279593
517,gunupur,19.0833,83.8167,29.42,86,89,1.58,IN,1717279593
518,tateyama,34.9833,139.8667,20.61,85,100,5.22,JP,1717279593
519,port isabel,26.0734,-97.2086,35.04,77,0,9.26,US,1717279594
520,pavlikeni,43.2428,25.3219,16.57,89,43,0.94,BG,1717279594
521,inongo,-1.95,18.2667,22.9,91,91,1.75,CD,1717279594
522,masina,-4.3836,15.3914,24.19,83,6,0.0,CD,1717279594
523,marka,1.7159,44.7717,25.97,92,87,5.77,SO,1717279594
524,tyup,42.7276,78.3648,9.25,53,17,2.21,KG,1717279594
525,akureyri,65.6835,-18.0878,10.96,62,75,3.09,IS,1717279594
526,makhambet,47.6667,51.5833,26.14,29,100,4.39,KZ,1717279594
527,cold springs,39.6802,-119.9766,28.8,22,0,6.69,US,1717279595
528,niafunke,15.9322,-3.9906,37.9,18,21,1.39,ML,1717279595
529,asheville,35.6009,-82.554,21.99,53,0,4.12,US,1717279568
530,nyurba,63.2842,118.3319,16.18,80,100,0.32,RU,1717279595
531,fomboni,-12.28,43.7425,26.89,73,11,2.13,KM,1717279595
532,mbuguni,-3.5667,36.95,18.26,81,13,1.97,TZ,1717279595
533,tezu,27.9167,96.1667,23.05,81,31,1.91,IN,1717279595
534,taksimo,56.3444,114.8794,14.46,79,85,0.09,RU,1717279595
535,faya-largeau,17.9257,19.1043,36.22,12,0,5.69,TD,1717279595
536,surgut,61.25,73.4167,3.84,80,0,4.0,RU,1717279596
537,ithaca,42.4406,-76.4966,26.18,44,0,0.45,US,1717279596
538,sarandi del yi,-33.35,-55.6333,12.86,95,41,3.37,UY,1717279596
539,knysna,-34.0363,23.0471,14.89,94,100,7.54,ZA,1717279596
540,sirte,31.2089,16.5887,28.19,46,100,5.02,LY,1717279596
541,jackson,42.4165,-122.8345,27.23,30,0,4.63,US,1717278962
542,castillos,-34.1667,-53.8333,13.31,96,43,2.88,UY,1717279596
543,nahan,30.55,77.3,27.41,23,3,2.25,IN,1717279596
544,altay,47.8667,88.1167,9.81,56,67,1.69,CN,1717279597
545,kalmunai,7.4167,81.8167,26.71,91,99,5.03,LK,1717279597
546,balaklava,44.5,33.6,20.21,39,0,3.68,UA,1717279597
547,vila do maio,15.1333,-23.2167,23.44,81,15,5.92,CV,1717279597
548,swakopmund,-22.6833,14.5333,10.55,77,0,4.47,NA,1717279597
549,tarawa,1.419,172.984,30.05,74,0,5.14,KI,1717279598
550,yanykurgan,43.915,67.2481,23.13,29,0,3.83,KZ,1717279598
551,luderitz,-26.6481,15.1594,9.54,83,0,1.38,NA,1717279598
552,popondetta,-8.7537,148.2534,25.26,88,71,0.45,PG,1717279598
553,arno,60.1167,18.6333,11.56,79,11,2.87,SE,1717279598
554,dabou,5.3256,-4.3769,25.88,87,100,4.92,CI,1717279598
555,as saffaniyah,27.9708,48.73,34.2,33,0,9.24,SA,1717279598
556,thames,-37.1333,175.5333,15.86,89,100,1.76,NZ,1717279598
557,san antonio de pale,-1.4014,5.6325,26.89,71,91,6.7,GQ,1717279599
558,sandikli,38.4647,30.2695,17.15,52,0,0.45,TR,1717279599
559,sipovo,44.2814,17.0839,12.79,97,43,2.29,BA,1717279599
560,newman,37.3138,-121.0208,32.38,15,10,4.53,US,1717279599
561,rajapur,25.3833,81.15,36.12,22,8,3.54,IN,1717279599
562,victoriaville,46.0501,-71.9658,21.53,65,94,1.76,CA,1717279485
563,boa vista,2.8197,-60.6733,26.99,83,40,2.06,BR,1717279599
564,ola,59.5833,151.2833,12.86,56,100,4.33,RU,1717279600
565,colares,38.7992,-9.4469,23.55,89,0,5.36,PT,1717279600
566,whitefish,48.4111,-114.3376,21.47,38,0,7.2,US,1717279310
567,barcelos,41.5388,-8.6151,25.08,49,5,3.81,PT,1717279312
568,santo antonio,-6.3106,-35.4789,23.57,95,12,2.98,BR,1717279599
569,nerchinsk,51.9833,116.5833,16.49,51,40,0.15,RU,1717279600
570,mata-utu,-13.2816,-176.1745,28.16,76,98,7.55,WF,1717279600
571,wyomissing,40.3295,-75.9652,27.29,31,90,2.68,US,1717279600
572,narrabri,-30.3167,149.7833,11.96,90,100,0.89,AU,1717279601
573,salekhard,66.53,66.6019,-2.56,87,76,4.47,RU,1717279601
574,richards bay,-28.783,32.0377,19.45,91,29,2.37,ZA,1717279599
575,goundam,16.4145,-3.6708,35.74,18,1,1.46,ML,1717279601
576,acton vale,45.6501,-72.5658,27.08,62,70,1.43,CA,1717279321
577,zwedru,6.0667,-8.1281,22.7,99,100,0.77,LR,1717279601
578,kill devil hills,36.0307,-75.676,24.0,48,0,3.6,US,1717279578
579,qianzhou,28.3167,109.7167,19.16,80,100,0.72,CN,1717279601
580,humberto de campos,-2.5983,-43.4611,24.65,96,18,1.08,BR,1717279564
581,mao,39.8885,4.2658,19.31,63,0,3.6,ES,1717279602
582,kimbe,-5.5502,150.1429,26.45,87,62,1.87,PG,1717279602
583,saint-joseph,-21.3667,55.6167,20.21,70,37,3.38,RE,1717279394
584,callao,-12.0667,-77.15,19.84,82,100,2.06,PE,1717279566
